test_image,best_train_match,ransac_inliers,verdict,above_threshold_25,score_provenance
calculus-463-_jpg.rf.c7184c58feaec04a67dfa9ed71c80c3d.jpg,hypodontia-1005-_JPG.rf.e178b2fb0f25b005286d4500e8bdd077.jpg,49,duplicate,yes,original_run
tooth_discolation-578-_jpeg.rf.c0410d497786591fc1caee284d9d241b.jpg,tooth_discolation-1375-_jpeg.rf.cca65635b5b8957d4ebe04874ee63aa5.jpg,48,duplicate,yes,original_run
hypodontia-1121-_JPG.rf.cb9dec9281375c847251f16b4d591eba.jpg,hypodontia-9-_JPG.rf.8dc8421a1bbaa226d13dadea3c21518b.jpg,45,duplicate,yes,original_run
ulcer-1084-_jpeg.rf.7e5efbf52db63f62b8b737115298e015.jpg,ulcer-1722-_jpeg.rf.0b4874e1d089852e3587ddd1c69999c0.jpg,44,duplicate,yes,original_run
caries-61-_jpeg.rf.293b12f1c4bab13afe6e1f302c91d2d5.jpg,caries-564-_jpeg.rf.280ee850c2cc5fcbfbd2c76c499838b4.jpg,42,duplicate,yes,original_run
caries-1416-_jpeg.rf.b5b3a35abe2d839f2da0d02297b876f6.jpg,caries-264-_jpeg.rf.c073566f0683fd9b6c1f3136c4749fd9.jpg,42,duplicate,yes,original_run
ulcer-1238-_jpeg.rf.1e8d5dca6bef084a068132255541b2e1.jpg,ulcer-2376-_jpeg.rf.a66fb9ba1327890fc27a24da5cab62af.jpg,41,duplicate,yes,original_run
gingivitis-592-_jpg.rf.50b1d956e0a69c35f6be2bc67aa8ac6c.jpg,hypodontia-312-_JPG.rf.bacc12c7b79fbd15598860224f13118f.jpg,40,duplicate,yes,original_run
caries-578-_jpeg.rf.0ae9765ec732272db07131e76612c2cb.jpg,caries-301-_jpeg.rf.327f5be046480fa27fcba55e68cb8774.jpg,40,duplicate,yes,original_run
gingivitis-306-_jpg.rf.f696008fb027539d9abcfe807268ac3e.jpg,gingilagi-235-_jpg.rf.72efa15b1c815f83f3cf7e2681ea496b.jpg,38,duplicate,yes,original_run
caries-1283-_jpeg.rf.79fa03047a9d5731a5a5ae78c5215ce7.jpg,caries-2122-_jpeg.rf.f7a4540ed15cce463b5dc5b799f73b13.jpg,36,duplicate,yes,original_run
calculus-306-_jpg.rf.142b99a4a56b4f0ef6a31ac33d65ffad.jpg,hypodontia-435-_JPG.rf.2ba58e8106681da1badb2f95fdd10a86.jpg,36,duplicate,yes,original_run
caries-2174-_jpeg.rf.a59dab256245a3e71167f5bdbd709f36.jpg,caries-126-_jpeg.rf.e39c45e3ff0b70c75a152341465157cf.jpg,36,duplicate,yes,original_run
tooth_discolation-387-_jpeg.rf.620f11702846b53dfd1127c0c9971b59.jpg,tooth_discolation-639-_jpeg.rf.1dd5f841daf449da08c0f5a64261317c.jpg,34,duplicate,yes,original_run
ulcer-413-_jpeg.rf.c9df4b8457dec22887614b23f561b101.jpg,ulcer-2073-_jpeg.rf.c1f205faeade1a4df19c37f2c7e0b79b.jpg,33,duplicate,yes,original_run
gingivitis-538-_jpg.rf.6f1cfd2ef282bd88e637f6895af7b2a7.jpg,hypodontia-435-_JPG.rf.2ba58e8106681da1badb2f95fdd10a86.jpg,32,duplicate,yes,original_run
tooth_discolation-816-_jpeg.rf.80f6609ad5336968a35545546547921c.jpg,tooth_discolation-1609-_jpeg.rf.4f86877d599a6c970b77b80ccb10b810.jpg,31,duplicate,yes,original_run
tooth_discolation-477-_jpeg.rf.befa9ad1a79b8e854a53267397cacd8f.jpg,tooth_discolation-241-_jpeg.rf.61096437be087dbc6075d0bbe7c423a2.jpg,30,duplicate,yes,original_run
ulcer-989-_jpeg.rf.b1ce795a64b032e20722c8de00834a7b.jpg,ulcer-1123-_jpeg.rf.7e471d0412cf7a29fb86543b836a8147.jpg,30,duplicate,yes,original_run
hypodontia-503-_JPG.rf.58152d06f1e7255913e924846d1bafa8.jpg,hypodontia-468-_JPG.rf.4800d3830696b2bf77ae33c6e627bd65.jpg,28,duplicate,yes,original_run
tooth_discolation-709-_jpeg.rf.472ac1ccc08ce65ed894609bdcd2ce27.jpg,tooth_discolation-718-_jpeg.rf.8557731226b5321e7f06e209a164c6f5.jpg,28,duplicate,yes,original_run
caries-1570-_jpeg.rf.c534ff60cf5fb6b41557ad2e65d9c657.jpg,caries-1051-_jpeg.rf.ae94776c8a1e03aa438e06ab2af8129d.jpg,28,duplicate,yes,original_run
hypodontia-1069-_JPG.rf.cc3f9a5b3e42448b9a4ca79598ea98dc.jpg,hypodontia-1001-_JPG.rf.6cf02d5d9cc572e7899fe945e0795b44.jpg,28,duplicate,yes,original_run
tooth_discolation-1603-_jpeg.rf.cb822aa4229570b189da600a1cda17d5.jpg,tooth_discolation-1754-_jpeg.rf.823f48ea2496fbd60160041708a6f954.jpg,27,duplicate,yes,original_run
ulcer-2383-_jpeg.rf.3731d9a801d98be1d29f3346f484fcc1.jpg,ulcer-2497-_jpeg.rf.e7fbfdbc7f92b9aff979ac0cdd86e169.jpg,27,duplicate,yes,original_run
hypodontia-1161-_JPG.rf.dc1fcda4f206a2cba31b4b68bbc81142.jpg,hypodontia-883-_JPG.rf.b2a81185a2b2124389ab7bb31bf730cb.jpg,25,duplicate,yes,original_run
tooth_discolation-454-_jpeg.rf.36d4c57cb47bc9f6b7a9d4dd9fe43afe.jpg,tooth_discolation-1733-_jpeg.rf.ec7e3bc8cdfaa57a29d23e49aee238b6.jpg,24,no_match,no,rescored_here
ulcer-2238-_jpeg.rf.c7256910df8da9b382300f57400dc468.jpg,ulcer-963-_jpeg.rf.6d3d9135ce7972ea65bb5e1ced884d4b.jpg,24,no_match,no,rescored_here
ulcer-616-_jpeg.rf.197548fc1ac16c40be1ddd5a510d5713.jpg,ulcer-1875-_jpeg.rf.5c6ba04db1540b61b60e2940d6714474.jpg,23,no_match,no,rescored_here
ulcer-2465-_jpeg.rf.c6a6bb897157aa609e9f0a57e51aea7a.jpg,ulcer-1364-_jpeg.rf.0a9bc7a5f645be6c8ab4fe62b8530719.jpg,23,no_match,no,rescored_here
tooth_discolation-119-_jpeg.rf.e7814b1ddd5e5c201bdcb6d7513250d6.jpg,tooth_discolation-290-_jpeg.rf.d5f37b4d8d84122ca6de22f825f9024d.jpg,23,no_match,no,rescored_here
ulcer-1620-_jpeg.rf.aeebb84bdd1f755699edefd6a968fafb.jpg,ulcer-631-_jpeg.rf.83f3d490ad56a4f158d03a613c88c056.jpg,21,no_match,no,rescored_here
tooth_discolation-975-_jpeg.rf.ea72722989c48345368c46f55ec0bca8.jpg,tooth_discolation-1011-_jpeg.rf.e162e8a8fe1dc861031487c4f0fbcb0c.jpg,21,no_match,no,rescored_here
hypodontia-823-_jpg.rf.db3959d928099f26557787ba0f9e315a.jpg,hypodontia-177-_JPG.rf.9294380512185a0cfade092af98ef684.jpg,18,no_match,no,rescored_here
ulcer-938-_jpeg.rf.deaed0fd07e43224128834c6890f9e77.jpg,ulcer-1093-_jpeg.rf.bbada6700fd1875dfc568c545fa27125.jpg,16,no_match,no,rescored_here
-278_jpg.rf.e47a79888890e1e75d72c976c96f6c67.jpg,caries-1321-_jpeg.rf.e9859c09c6211ffddaf2174ce7d661d7.jpg,16,no_match,no,rescored_here
caries-1105-_jpeg.rf.26d121deb789cf0ec4a416f8260ea7c7.jpg,caries-770-_jpeg.rf.666fd2ab54e1289d0923ca6c1b9adc24.jpg,15,no_match,no,rescored_here
gingilagi-77-_jpg.rf.aa7786346bafbe350ceedbcffc3d6514.jpg,tooth_discolation-320-_jpeg.rf.64a2c782a9f5a78dd7f11bd6cab0be53.jpg,15,no_match,no,rescored_here
calculus-769-_jpg.rf.91d0934cc3fb0ca30bcb125ede9e7a4a.jpg,caries-1114-_jpeg.rf.b9a92c0c6179d122e5709edf6ed5ba64.jpg,13,no_match,no,rescored_here
ulcer-244-_jpeg.rf.a291cb98f12a96192e33fb0e915d682b.jpg,ulcer-1535-_jpeg.rf.0e2e9752fd8b775b73c2a8660af15974.jpg,13,no_match,no,rescored_here
ulcer-777-_jpeg.rf.27775792d703d5e87fe312f8f45f6012.jpg,ulcer-32-_jpeg.rf.44c8fa5ee86e2d2cd273ac5c996b6fcd.jpg,13,no_match,no,rescored_here
hypodontia-671-_JPG.rf.704157d35204764a16b934ac89cd9e04.jpg,hypodontia-578-_JPG.rf.adf2e2d0f1b839e33a44db3a26b2cab7.jpg,12,no_match,no,rescored_here
caries-757-_jpeg.rf.d245a273ba7ca95089f2dc27a5803983.jpg,caries-1910-_jpeg.rf.081bca1ef6e447785ab2d9ea2bdceac5.jpg,11,no_match,no,rescored_here
caries-1673-_jpeg.rf.7d85db4d3922cfc59632970caab6903e.jpg,caries-1910-_jpeg.rf.081bca1ef6e447785ab2d9ea2bdceac5.jpg,11,no_match,no,rescored_here
hypodontia-1044-_JPG.rf.5abb7fe3bf867c1811a1ca988ff3e207.jpg,hypodontia-1051-_JPG.rf.3b74211ed6ca9dccede5010f4faff2d6.jpg,10,no_match,no,rescored_here
tooth_discolation-1332-_jpeg.rf.f264fb8520e3d0d955cd356ee03db9fb.jpg,tooth_discolation-1687-_jpeg.rf.c1b380d2be9cc716d4f12ec198dbb64d.jpg,9,no_match,no,rescored_here
hypodontia-1084-_jpg.rf.7a3b6485c0b2eec3d20fd40672128ea5.jpg,hypodontia-872-_JPG.rf.8da875cc4454bf193a26bfb94c2a825b.jpg,8,no_match,no,rescored_here
caries-1317-_jpeg.rf.d8cd4f4c2e1dc82acf277f383451273d.jpg,caries-337-_jpeg.rf.789b888198c5a33f6e71186085c0edaf.jpg,7,no_match,no,rescored_here
tooth_discolation-1348-_jpeg.rf.6cd4fa455ebdb5d977bf6f1a5922bcb1.jpg,tooth_discolation-705-_jpeg.rf.2b10309f9494b340e7cdb4757743679d.jpg,6,no_match,no,rescored_here
hypodontia-392-_JPG.rf.b5cfd3858ba2cc23e15f7e369bc6985a.jpg,gingivitis-565-_jpg.rf.10ab96aba2550b26d39d1716a37766f3.jpg,6,no_match,no,rescored_here
gingivitis-2057-_JPG.rf.b96830d95e294cf4b819a9e49e047b84.jpg,hypodontia-1051-_JPG.rf.3b74211ed6ca9dccede5010f4faff2d6.jpg,6,no_match,no,rescored_here
hypodontia-30-_JPG.rf.5dd87faf05ed72e998642e6c501f0e34.jpg,,0,no_match,no,rescored_here
hypodontia-38-_JPG.rf.7fc395053b2299173d43f056c29ae222.jpg,,0,no_match,no,rescored_here
hypodontia-308-_JPG.rf.647cbadbaa1ea334056419de797b4d94.jpg,,0,no_match,no,rescored_here
ulcer-2462-_jpeg.rf.4fc0d4bdd1a5b94ff5b8a370c89fa9e3.jpg,,0,no_match,no,rescored_here
caries-2040-_jpeg.rf.cda7b5f996bf21fb28077eb62ee073b3.jpg,,0,no_match,no,rescored_here
tooth_discolation-1227-_jpeg.rf.6cf3219a0f94dd23581d8b0f585d463a.jpg,,0,no_match,no,rescored_here
hypodontia-886-_JPG.rf.1f13f23b4aab2d02a9d7a7af93937432.jpg,,0,no_match,no,rescored_here
caries-2034-_jpeg.rf.8cbe76ea123f76c10bb228a7d7ba490f.jpg,,0,no_match,no,rescored_here
ulcer-320-_jpeg.rf.ea193878a7e6dc7f30ec6ed38672ef1c.jpg,,0,no_match,no,rescored_here
hypodontia-594-_JPG.rf.a7eeeb27563aeaba1cf8c668a82cdf23.jpg,,0,no_match,no,rescored_here
